Clave de la entidad,Entidad,Clave de la escuela,Nombre de la escuela,Turno,Nombre del municipio,Nombre de la licalidad,Subsistema,Grado de marginación (CONAPO) de la localidad donde se ubica el CT,Sostenimiento,Total de alumnos en el ultimo grado (matrícula),Alumnos programados,Alumnos evaluados: L&C,Alumnos evaluados: M,Porcentaje (%) de alumnos evaluados: L&C,Porcentaje (%) de alumnos evaluados: M,¿Los alumnos evaluados son representativos de la totalidad de los estudiantes de la escuela?: L&C,¿Los alumnos evaluados son representativos de la totalidad de los estudiantes de la escuela?: M,Escuelas parecidas para comparación,NLLC:Cantidad de alumnos en la escuela en cada nivel de logro: I,NLLC:Cantidad de alumnos en la escuela en cada nivel de logro: II,NLLC:Cantidad de alumnos en la escuela en cada nivel de logro: III,NLLC:Cantidad de alumnos en la escuela en cada nivel de logro: IV,NLLC:% de alumnos de la escuela en cada nivel de logro: I,NLLC:% de alumnos de la escuela en cada nivel de logro: II,NLLC:% de alumnos de la escuela en cada nivel de logro: III,NLLC:% de alumnos de la escuela en cada nivel de logro: IV,NLLC:Porcentaje de alumnos de escuelas parecidas en cada nivel de logro I,NLLC:Porcentaje de alumnos de escuelas parecidas en cada nivel de logro II,NLLC:Porcentaje de alumnos de escuelas parecidas en cada nivel de logro III,NLLC:Porcentaje de alumnos de escuelas parecidas en cada nivel de logro IV,NLLC:Porcentaje de alumnos en todas las escuelas de México de cada nivel de logro I,NLLC:Porcentaje de alumnos en todas las escuelas de México de cada nivel de logro II,NLLC:Porcentaje de alumnos en todas las escuelas de México de cada nivel de logro III,NLLC:Porcentaje de alumnos en todas las escuelas de México de cada nivel de logro IV,NLM:Cantidad de alumnos en la escuela en cada nivel de logro: I,NLM:Cantidad de alumnos en la escuela en cada nivel de logro: II,NLM:Cantidad de alumnos en la escuela en cada nivel de logro: III,NLM:Cantidad de alumnos en la escuela en cada nivel de logro: IV,NLM:% de alumnos de la escuela en cada nivel de logro: I,NLM:% de alumnos de la escuela en cada nivel de logro: II,NLM:% de alumnos de la escuela en cada nivel de logro: III,NLM:% de alumnos de la escuela en cada nivel de logro: IV,NLM:Porcentaje de alumnos de escuelas parecidas en cada nivel de logro I,NLM:Porcentaje de alumnos de escuelas parecidas en cada nivel de logro II,NLM:Porcentaje de alumnos de escuelas parecidas en cada nivel de logro III,NLM:Porcentaje de alumnos de escuelas parecidas en cada nivel de logro IV,NLM:Porcentaje de alumnos en todas las escuelas de México de cada nivel de logro I,NLM:Porcentaje de alumnos en todas las escuelas de México de cada nivel de logro II,NLM:Porcentaje de alumnos en todas las escuelas de México de cada nivel de logro III,NLM:Porcentaje de alumnos en todas las escuelas de México de cada nivel de logro IV
24,SAN LUIS POTOSI,24ECB0025J,COLEGIO DE BACHILLERES NUM. 19,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,COBACH,MUY BAJO,ESTATAL,248,80,77,76,96.3,95,SI,SI,Estatales de San Luis Potosí,10,26,33,8,13,33.8,42.9,10.4,37.8,30.3,25.4,6.5,33.9,28.1,28.7,9.2,36,30,5,5,47.4,39.5,6.6,6.6,68.1,23.5,6.5,1.9,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24ECB0025J,COLEGIO DE BACHILLERES NUM. 19,VESPERTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,COBACH,MUY BAJO,ESTATAL,173,80,73,73,91.3,91.3,SI,SI,Estatales de San Luis Potosí,31,28,12,2,42.5,38.4,16.4,2.7,37.8,30.3,25.4,6.5,33.9,28.1,28.7,9.2,56,14,3,0,76.7,19.2,4.1,0,68.1,23.5,6.5,1.9,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24ETC0001P,"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS ""UNIDAD SLP I LOMAS MEZQUITA",MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,CECYTE,MUY BAJO,ESTATAL,184,80,75,75,93.8,93.8,SI,SI,Estatales de San Luis Potosí,23,29,21,2,30.7,38.7,28,2.7,37.8,30.3,25.4,6.5,33.9,28.1,28.7,9.2,46,17,10,2,61.3,22.7,13.3,2.7,68.1,23.5,6.5,1.9,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24ETC0001P,"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS ""UNIDAD SLP I LOMAS MEZQUITA",VESPERTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,CECYTE,MUY BAJO,ESTATAL,132,80,71,73,88.8,91.3,SI,SI,Estatales de San Luis Potosí,34,25,8,4,47.9,35.2,11.3,5.6,37.8,30.3,25.4,6.5,33.9,28.1,28.7,9.2,61,10,2,0,83.6,13.7,2.7,0,68.1,23.5,6.5,1.9,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24ETC0003N,"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS ""UNIDAD SLP III NUEVO PROGRE",MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,CECYTE,MUY BAJO,ESTATAL,201,80,77,76,96.3,95,SI,SI,Estatales de San Luis Potosí,23,26,23,5,29.9,33.8,29.9,6.5,37.8,30.3,25.4,6.5,33.9,28.1,28.7,9.2,49,17,4,6,64.5,22.4,5.3,7.9,68.1,23.5,6.5,1.9,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24ETC0003N,"COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS ""UNIDAD SLP III NUEVO PROGRE",VESPERTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,CECYTE,MUY BAJO,ESTATAL,168,80,79,79,98.8,98.8,SI,SI,Estatales de San Luis Potosí,44,18,16,1,55.7,22.8,20.3,1.3,37.8,30.3,25.4,6.5,33.9,28.1,28.7,9.2,60,18,1,0,75.9,22.8,1.3,0,68.1,23.5,6.5,1.9,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24ETC0013U,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO X ESCALERILLAS,MATUTINO,SAN LUIS POTOSI,ESCALERILLAS,CECYTE,MEDIO,ESTATAL,44,40,39,39,97.5,97.5,SI,SI,Estatales de San Luis Potosí,27,9,3,0,69.2,23.1,7.7,0,37.8,30.3,25.4,6.5,33.9,28.1,28.7,9.2,35,3,1,0,89.7,7.7,2.6,0,68.1,23.5,6.5,1.9,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0001A,COLEGIO SAN LUIS REY DE FRANCIA,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,130,80,77,78,96.3,97.5,SI,SI,Privadas de San Luis Potosí,13,26,31,7,16.9,33.8,40.3,9.1,29.7,29,31.3,10,33.9,28.1,28.7,9.2,50,19,8,1,64.1,24.4,10.3,1.3,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0010I,"COLEGIO HISPANO MEXICANO, A.C.",MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,35,35,31,33,88.6,94.3,SI,SI,Privadas de San Luis Potosí,2,9,11,9,6.5,29,35.5,29,29.7,29,31.3,10,33.9,28.1,28.7,9.2,17,10,4,2,51.5,30.3,12.1,6.1,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0011H,COLEGIO SEMBRADORES DE AMISTAD,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,89,80,77,77,96.3,96.3,SI,SI,Privadas de San Luis Potosí,3,17,33,24,3.9,22.1,42.9,31.2,29.7,29,31.3,10,33.9,28.1,28.7,9.2,13,36,11,17,16.9,46.8,14.3,22.1,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0014E,INSTITUTO SANTA RITA,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,16,16,14,13,87.5,81.3,SI,SI,Privadas de San Luis Potosí,4,5,5,0,28.6,35.7,35.7,0,29.7,29,31.3,10,33.9,28.1,28.7,9.2,11,1,1,0,84.6,7.7,7.7,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0023M,"INSTITUTO LATINOAMERICANO DE SAN LUIS, A.C.",MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,12,12,12,12,100,100,SI,SI,Privadas de San Luis Potosí,0,3,7,2,0,25,58.3,16.7,29.7,29,31.3,10,33.9,28.1,28.7,9.2,3,7,1,1,25,58.3,8.3,8.3,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0028H,INSTITUTO TECNOLOGICO DE ESTUDIOS SUPERIORES DE MONTERREY CAMPUS SAN LUIS P,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,280,80,79,77,98.8,96.3,SI,SI,Privadas de San Luis Potosí,1,1,28,49,1.3,1.3,35.4,62,29.7,29,31.3,10,33.9,28.1,28.7,9.2,7,21,28,21,9.1,27.3,36.4,27.3,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0031V,INSTITUTO CARLOS GOMEZ,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,161,80,69,65,86.3,81.3,SI,SI,Privadas de San Luis Potosí,4,7,36,22,5.8,10.1,52.2,31.9,29.7,29,31.3,10,33.9,28.1,28.7,9.2,27,24,9,5,41.5,36.9,13.8,7.7,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0034S,"INSTITUTO ALFRED NOBEL DEL CENTRO, S.C.",MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,22,22,19,19,86.4,86.4,SI,SI,Privadas de San Luis Potosí,6,7,4,2,31.6,36.8,21.1,10.5,29.7,29,31.3,10,33.9,28.1,28.7,9.2,14,4,1,0,73.7,21.1,5.3,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0037P,COLEGIO VALLARTA,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,16,16,14,15,87.5,93.8,SI,SI,Privadas de San Luis Potosí,4,3,5,2,28.6,21.4,35.7,14.3,29.7,29,31.3,10,33.9,28.1,28.7,9.2,12,3,0,0,80,20,0,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0045Y,INSTITUTO PONCIANO ARRIAGA,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,265,80,57,53,71.3,66.3,SI,SI,Privadas de San Luis Potosí,38,10,9,0,66.7,17.5,15.8,0,29.7,29,31.3,10,33.9,28.1,28.7,9.2,48,4,1,0,90.6,7.5,1.9,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0046X,"INSTITUTO DE ESTUDIOS SUPERIORES DE SAN LUIS, A.C.",MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,14,14,13,13,92.9,92.9,SI,SI,Privadas de San Luis Potosí,7,2,3,1,53.8,15.4,23.1,7.7,29.7,29,31.3,10,33.9,28.1,28.7,9.2,12,0,1,0,92.3,0,7.7,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0047W,INSTITUTO ATENEA,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,15,15,12,12,80,80,SI,SI,Privadas de San Luis Potosí,5,1,5,1,41.7,8.3,41.7,8.3,29.7,29,31.3,10,33.9,28.1,28.7,9.2,8,3,1,0,66.7,25,8.3,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0058B,FRAY BARTOLOME DE LAS CASAS,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,46,40,36,36,90,90,SI,SI,Privadas de San Luis Potosí,10,12,12,2,27.8,33.3,33.3,5.6,29.7,29,31.3,10,33.9,28.1,28.7,9.2,29,5,2,0,80.6,13.9,5.6,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0070X,INSTITUTO JUSTO SIERRA,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,17,17,11,12,64.7,70.6,SI,SI,Privadas de San Luis Potosí,3,3,5,0,27.3,27.3,45.5,0,29.7,29,31.3,10,33.9,28.1,28.7,9.2,12,0,0,0,100,0,0,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0074T,INSTITUTO CULTURAL LICEO DEL POTOSI,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,43,40,37,37,92.5,92.5,SI,SI,Privadas de San Luis Potosí,11,9,13,4,29.7,24.3,35.1,10.8,29.7,29,31.3,10,33.9,28.1,28.7,9.2,23,12,1,1,62.2,32.4,2.7,2.7,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0075S,INSTITUTO JUVENTUD,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,19,19,15,16,78.9,84.2,SI,SI,Privadas de San Luis Potosí,7,3,4,1,46.7,20,26.7,6.7,29.7,29,31.3,10,33.9,28.1,28.7,9.2,13,2,0,1,81.3,12.5,0,6.3,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0079O,ESCUELA PREPARATORIA REAL DEL POTOSI,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,15,15,15,15,100,100,SI,SI,Privadas de San Luis Potosí,5,4,6,0,33.3,26.7,40,0,29.7,29,31.3,10,33.9,28.1,28.7,9.2,7,7,1,0,46.7,46.7,6.7,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0080D,RAFAEL NIETO,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,49,40,33,33,82.5,82.5,SI,SI,Privadas de San Luis Potosí,11,10,10,2,33.3,30.3,30.3,6.1,29.7,29,31.3,10,33.9,28.1,28.7,9.2,27,4,2,0,81.8,12.1,6.1,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0081C,INSTITUTO BENEMERITO DE LAS AMERICAS,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,27,27,26,25,96.3,92.6,SI,SI,Privadas de San Luis Potosí,12,3,9,2,46.2,11.5,34.6,7.7,29.7,29,31.3,10,33.9,28.1,28.7,9.2,19,4,2,0,76,16,8,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0083A,CENTRO EDUCATIVO MONTESSORI,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,15,15,11,13,73.3,86.7,SI,SI,Privadas de San Luis Potosí,2,3,4,2,18.2,27.3,36.4,18.2,29.7,29,31.3,10,33.9,28.1,28.7,9.2,10,2,1,0,76.9,15.4,7.7,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0084Z,"COLEGIO ALMA PATRIA DE SAN LUIS, A.C.",MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,156,80,69,70,86.3,87.5,SI,SI,Privadas de San Luis Potosí,24,26,14,5,34.8,37.7,20.3,7.2,29.7,29,31.3,10,33.9,28.1,28.7,9.2,64,6,0,0,91.4,8.6,0,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0085Z,INSTITUTO RICARDO FLORES MAGON,MATUTINO,SOLEDAD DE GRACIANO SANCHEZ,SOLEDAD DE GRACIANO SANCHEZ,PARTICULARES,MUY BAJO,PARTICULAR,26,26,25,25,96.2,96.2,SI,SI,Privadas de San Luis Potosí,2,5,10,8,8,20,40,32,29.7,29,31.3,10,33.9,28.1,28.7,9.2,18,5,2,0,72,20,8,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0097D,ESCUELA PREPARATORIA SAN LUIS DE LA PATRIA,VESPERTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,19,19,12,11,63.2,57.9,SI,SI,Privadas de San Luis Potosí,3,2,7,0,25,16.7,58.3,0,29.7,29,31.3,10,33.9,28.1,28.7,9.2,8,2,1,0,72.7,18.2,9.1,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0101Z,UNIVERSIDAD DEL CENTRO DE MEXICO,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,72,40,38,36,95,90,SI,SI,Privadas de San Luis Potosí,2,6,14,16,5.3,15.8,36.8,42.1,29.7,29,31.3,10,33.9,28.1,28.7,9.2,14,12,7,3,38.9,33.3,19.4,8.3,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0102Z,JUANA DE ASBAJE,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,14,14,14,14,100,100,SI,SI,Privadas de San Luis Potosí,3,3,6,2,21.4,21.4,42.9,14.3,29.7,29,31.3,10,33.9,28.1,28.7,9.2,10,3,1,0,71.4,21.4,7.1,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0111G,PREPARATORIA DE LA UNIVERSIDAD MARISTA DE SAN LUIS POTOSI,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,22,22,20,19,90.9,86.4,SI,SI,Privadas de San Luis Potosí,3,4,11,2,15,20,55,10,29.7,29,31.3,10,33.9,28.1,28.7,9.2,11,5,2,1,57.9,26.3,10.5,5.3,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0114D,JOSE VASCONCELOS,VESPERTINO,SOLEDAD DE GRACIANO SANCHEZ,SOLEDAD DE GRACIANO SANCHEZ,PARTICULARES,MUY BAJO,PARTICULAR,96,80,39,37,48.8,46.3,SI,SI,Privadas de San Luis Potosí,18,10,8,3,46.2,25.6,20.5,7.7,29.7,29,31.3,10,33.9,28.1,28.7,9.2,27,8,1,1,73,21.6,2.7,2.7,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0117A,PREPARATORIA MOTOLINIA,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,101,80,73,72,91.3,90,SI,SI,Privadas de San Luis Potosí,1,18,28,26,1.4,24.7,38.4,35.6,29.7,29,31.3,10,33.9,28.1,28.7,9.2,11,26,24,11,15.3,36.1,33.3,15.3,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0123L,BACHILLERATO UNIVERSIDAD CUAUHTEMOC SAN LUIS POTOSI,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,53,40,39,38,97.5,95,SI,SI,Privadas de San Luis Potosí,7,13,13,6,17.9,33.3,33.3,15.4,29.7,29,31.3,10,33.9,28.1,28.7,9.2,28,3,6,1,73.7,7.9,15.8,2.6,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH0126I,COLEGIO JOSE ANTONIO ALZATE Y RAMIREZ,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,13,13,11,13,84.6,100,SI,SI,Privadas de San Luis Potosí,0,0,6,5,0,0,54.5,45.5,29.7,29,31.3,10,33.9,28.1,28.7,9.2,1,2,5,5,7.7,15.4,38.5,38.5,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH3053A,COLEGIO MINERVA,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,65,40,37,37,92.5,92.5,SI,SI,Privadas de San Luis Potosí,2,7,22,6,5.4,18.9,59.5,16.2,29.7,29,31.3,10,33.9,28.1,28.7,9.2,9,9,12,7,24.3,24.3,32.4,18.9,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
24,SAN LUIS POTOSI,24PBH3054Z,INSTITUTO GABRIEL AGUIRRE,MATUTINO,SAN LUIS POTOSI,SAN LUIS POTOSI,PARTICULARES,MUY BAJO,PARTICULAR,15,15,14,14,93.3,93.3,SI,SI,Privadas de San Luis Potosí,4,4,6,0,28.6,28.6,42.9,0,29.7,29,31.3,10,33.9,28.1,28.7,9.2,11,2,1,0,78.6,14.3,7.1,0,63.6,24.6,7.6,4.3,66.2,23.3,8,2.5
